name,number,position,status,height,weight,experience,college,team_key
DeeJay Dallas,31,RB,ACT,70,214,3,Miami,9
Michael Dickson,4,P,ACT,74,208,5,Texas,9
Quandre Diggs,6,FS,ACT,69,198,8,Texas,9
Will Dissly,89,TE,ACT,76,265,5,Washington,9
Aaron Donkor,43,LB,DEV,73,240,1,Arkansas State,9
Isaiah Dunn,24,CB,RES,72,193,2,Oregon State,9
Greg Eiland,75,G,DEV,80,321,1,Mississippi State,9
D'Wayne Eskridge,1,WR,RES,69,190,2,Western Michigan,9
Noah Fant,87,TE,ACT,76,249,4,Iowa,9
Poona Ford,97,DE,ACT,71,310,5,Texas,9
Stone Forsythe,78,OT,ACT,80,307,2,Florida,9
Kyle Fuller,61,G,ACT,77,320,4,Baylor,9
Wayne Gallman,,RB,DEV,72,210,6,Clemson,9
Cullen Gillaspia,36,RB,RES,74,235,4,Texas A&M,9
Marquise Goodwin,11,WR,ACT,69,183,9,Texas,9
Shelby Harris,93,DE,ACT,74,288,8,Illinois State,9
Penny Hart,19,WR,ACT,68,180,3,Georgia State,9
Phil Haynes,60,G,ACT,76,322,4,Wake Forest,9
Jarrod Hewitt,62,DT,CUT,73,290,1,Virginia Tech,9
Travis Homer,25,RB,ACT,70,202,4,Miami,9
Joey Hunt,68,C,DEV,74,299,5,TCU,9
Godwin Igwebuike,35,DB,ACT,72,212,3,Northwestern,9
Bruce Irvin,55,OLB,ACT,75,248,11,West Virginia,9
Mike Jackson,30,CB,ACT,73,210,2,Miami,9
Gabe Jackson,66,G,ACT,75,335,9,Mississippi State,9
Quinton Jefferson,77,DE,ACT,76,291,7,Maryland,9
Darryl Johnson,40,OLB,RES,78,253,4,North Carolina A&T,9
A.J. Johnson,45,LB,DEV,74,255,5,Tennessee,9
Cade Johnson,88,WR,DEV,70,184,1,South Dakota State,9
Christian Jones,48,OLB,CUT,75,245,9,Florida State,9
Josh Jones,42,S,RES,74,220,6,N.C. State,9
Vi Jones,50,LB,DEV,74,225,,R,9
Sidney Jones,23,CB,TRC,72,186,5,Washington,9
Tony Jones,32,RB,ACT,71,224,2,Notre Dame,9
Kevin Kassis,86,WR,CUT,72,202,,R,9
Damien Lewis,68,G,ACT,74,327,3,LSU,9
Drew Lock,2,QB,ACT,76,228,4,Missouri,9
Tyler Lockett,16,WR,ACT,70,182,8,Kansas State,9
Abraham Lucas,72,OT,ACT,78,322,,R,9
Tyler Mabry,85,TE,DEV,75,247,2,Maryland,9
Boye Mafe,53,OLB,ACT,76,261,,R,9
Sean Mannion,17,QB,DEV,78,230,8,Oregon State,9
Jalen McKenzie,76,OT,DEV,77,320,,R,9
Bo Melton,81,WR,DEV,71,191,,R,9
DK Metcalf,14,WR,ACT,76,235,4,Mississippi,9
Bryan Mone,90,NT,ACT,75,345,3,Michigan,9
Quandre Mosely,,DB,TRC,74,185,,R,9
Tanner Muse,58,LB,ACT,74,227,3,Clemson,9
Jason Myers,5,K,ACT,70,190,8,Marist,9
Ryan Neal,26,S,ACT,75,200,3,Southern Illinois,9
Scott Nelson,,DB,TRC,74,205,,R,9
Uchenna Nwosu,10,OLB,ACT,74,251,5,USC,9
Joshua Onujiogu,49,DE,DEV,75,250,,R,9
Tyler Ott,69,LS,RES,75,253,8,Harvard,9
Colby Parkinson,84,TE,ACT,79,251,3,Stanford,9
Rashaad Penny,20,RB,RES,71,220,5,San Diego State,9
John Reid,29,CB,TRC,70,187,3,Penn State,9
Jon Rhattigan,59,LB,ACT,72,236,2,Army,9
Alton Robinson,98,LB,RES,75,259,3,Syracuse,9
Liam Ryan,70,OT,CUT,77,305,,R,9
Geno Smith,7,QB,ACT,75,221,10,West Virginia,9
Tyreke Smith,92,LB,RES,75,255,,R,9
Teez Tabor,39,CB,ACT,72,201,4,Florida,9
Darrell Taylor,52,OLB,ACT,76,267,2,Tennessee,9
Cody Thompson,11,WR,RES,74,205,1,Toledo,9
Darwin Thompson,36,RB,DEV,68,200,3,Utah State,9
Carson Tinker,46,LS,ACT,72,237,8,Alabama,9
Laquon Treadwell,18,WR,ACT,74,215,5,Mississippi,9
Kenneth Walker III,9,RB,ACT,69,211,,R,9
Easop Winston,80,WR,DEV,72,192,1,Washington State,9
Al Woods,99,NT,ACT,75,330,12,LSU,9
Tariq Woolen,27,CB,ACT,76,210,,R,9
Dareke Young,83,WR,ACT,74,224,,R,9
Jabari Zuniga,,DE,TRD,75,264,2,Florida,9
Josh Ali,,WR,DEV,72,193,,R,26
Tyler Allgeier,25,RB,ACT,70,220,,R,26
Troy Andersen,44,LB,ACT,76,235,,R,26
Abdullah Anderson,65,DT,ACT,75,297,2,Bucknell,26
Cornell Armstrong,25,DB,ACT,72,185,4,Southern Mississippi,26
Cameron Batson,16,WR,DEV,68,175,5,Texas Tech,26
B.J. Baylor,35,RB,DEV,71,205,,R,26
Quinton Bell,56,LB,DEV,76,253,2,Prairie View A&M,26
Jared Bernhardt,83,WR,RES,73,195,,R,26
Amani Bledsoe,94,DE,DEV,76,280,3,Oklahoma,26
Jordan Brailford,49,LB,CUT,75,252,3,Oklahoma State,26
Beau Brinkley,44,LS,RES,76,237,10,Missouri,26
Damiere Byrd,14,WR,ACT,69,175,7,South Carolina,26
Lorenzo Carter,9,OLB,ACT,77,252,5,Georgia,26
Drew Dalman,67,C,ACT,75,300,2,Stanford,26
Jalen Dalton,79,DT,ACT,78,300,3,North Carolina,26
Frank Darby,88,WR,ACT,73,200,2,Arizona State,26
Marlon Davidson,90,DE,CUT,75,278,3,Auburn,26
Matt Dickerson,92,DE,ACT,77,292,4,UCLA,26
Arnold Ebiketie,47,LB,ACT,75,256,,R,26
Chuma Edoga,70,OT,ACT,75,308,4,USC,26
Bryan Edwards,89,WR,TRC,75,215,3,South Carolina,26
Emeka Emezie,,WR,DEV,75,212,,R,26
Dorian Etheridge,48,ILB,DEV,75,230,2,Louisville,26
Rashaan Evans,54,ILB,ACT,74,232,5,Alabama,26
Rashad Fenton,21,DB,ACT,71,188,4,South Carolina,26
Parker Ferguson,68,G,DEV,76,306,1,Air Force,26
Anthony Firkser,86,TE,ACT,74,246,5,Harvard,26
Tucker Fisk,43,TE,DEV,76,285,,R,26
John FitzPatrick,87,TE,RES,79,250,,R,26
Dee Alford,37,DB,ACT,71,175,1,Tusculum College,26
Mike Ford,28,DB,ACT,72,194,5,Southeast Missouri State,26
Feleipe Franks,15,TE,ACT,78,234,2,Arkansas,26
Colby Gossett,66,G,ACT,77,311,3,Appalachian State,26
Ta'Quon Graham,95,DT,RES,76,294,2,Texas,26
Richie Grant,27,S,ACT,72,200,2,UCF,26
Javelin Guidry,,CB,DEV,69,191,3,Utah,26
Darren Hall,34,CB,ACT,72,190,2,San Diego State,26
Matt Hankins,43,CB,DEV,73,185,,R,26
Erik Harris,23,FS,ACT,74,225,7,California (PA),26
Jonotthan Harrison,62,C,DEV,76,300,7,Florida,26
Jaylinn Hawkins,32,FS,ACT,73,208,3,California,26
Casey Hayward,29,CB,RES,71,192,11,Vanderbilt,26
Matt Hennessy,61,G,RES,75,307,3,Temple,26
Ra'Shaun Henry,13,WR,DEV,75,190,,R,26
Parker Hesse,46,TE,ACT,75,261,2,Iowa,26
Christopher Hinton,,DT,TRC,76,310,,R,26
KhaDarel Hodge,12,WR,ACT,71,183,5,Prairie View A&M,26
Ka'dar Hollman,,CB,TRD,72,196,3,Toledo,26
Timmy Horne,93,DT,ACT,76,323,,R,26
Caleb Huntley,42,RB,ACT,70,229,1,Ball State,26
Germain Ifedi,74,OT,ACT,77,325,7,Texas A&M,26
Grady Jarrett,97,NT,ACT,72,305,8,Clemson,26
Jaleel Johnson,79,DT,ACT,75,316,6,Iowa,26
Deion Jones,45,LB,TRC,73,222,7,LSU,26
Devon Key,42,SAF,CUT,72,208,1,Western Kentucky,26
Bopete Keyes,,CB,TRC,73,200,3,Tulane,26
Younghoe Koo,7,K,ACT,69,185,4,Georgia Southern,26
Nick Kwiatkoski,53,ILB,ACT,74,242,7,West Virginia,26
Nate Landman,55,LB,CUT,75,235,,R,26
Chris Lindstrom,63,G,ACT,76,307,4,Boston College,26
Drake London,5,WR,ACT,76,213,,R,26
Dylan Mabin,37,DB,DEV,73,195,2,Fordham,26
DeAngelo Malone,51,LB,ACT,76,240,,R,26
Marcus Mariota,1,QB,ACT,76,222,8,Oregon,26
Dean Marlowe,21,FS,TRC,73,205,6,James Madison,26
Jake Matthews,70,OT,ACT,77,309,9,Texas A&M,26
Jalen Mayfield,77,OT,RSR,77,320,2,Michigan,26
Liam McCullough,48,LS,ACT,74,237,1,Ohio State,26
Kaleb McGary,76,OT,ACT,78,306,4,Washington,26
Jovante Moffatt,41,SAF,ACT,71,213,2,Middle Tennessee State,26
Ryan Neuzil,64,G,ACT,75,290,1,Appalachian State,26
Adetokunbo Ogundeji,92,OLB,ACT,76,268,2,Notre Dame,26
Isaiah Oliver,26,DB,ACT,72,210,5,Colorado,26
Cordarrelle Patterson,84,RB,ACT,74,220,10,Tennessee,26
Bradley Pinion,13,P,ACT,77,229,8,Clemson,26
Kyle Pitts,8,TE,RES,78,245,2,Florida,26
MyCole Pruitt,85,TE,ACT,74,245,7,Southern Illinois,26
John Raine,41,TE,DEV,74,241,1,Northwestern,26
John Reid,,CB,TRC,70,187,3,Penn State,26
Desmond Ridder,4,QB,ACT,75,207,,R,26
Calvin Ridley,18,WR,TRC,73,190,5,Alabama,26
Anthony Rush,94,NT,TRD,77,350,4,UAB,26
Justin Shaffer,75,G,DEV,76,330,,R,26
Keith Smith,40,FB,ACT,72,240,9,San Jose State,26
Kobe Smith,50,DT,DEV,74,312,1,South Carolina,26
Teez Tabor,20,CB,TRD,72,201,4,Florida,26
Derrick Tangelo,99,DL,DEV,73,296,,R,26
Vincent Taylor,96,DT,RES,75,311,6,Oklahoma State,26
A.J. Terrell,24,CB,ACT,73,195,3,Clemson,26
Khyiris Tonga,,DT,TRD,76,338,2,BYU,26
Tyler Vrabel,73,OT,DEV,78,315,,R,26
Mykal Walker,3,ILB,ACT,75,230,3,Fresno State,26
Elijah Wilkinson,68,G,RSR,76,329,6,UMass Amherst,26
Avery Williams,35,RB,ACT,69,195,2,Boise State,26
Damien Williams,6,RB,RES,71,221,8,Oklahoma,26
Logan Woodside,,QB,ACT,73,213,3,Toledo,26
Olamide Zaccheaus,17,WR,ACT,68,193,4,Virginia,26
Tucker Addington,,LS,CUT,74,230,,R,10
Isaac Alarcon,60,G,DEV,78,315,1,Mackensie Alexander,10
Mackensie Alexander,34,CB,DEV,70,192,7,Clemson,10
Bryan Anger,5,P,ACT,75,202,11,California,10
Dorance Armstrong,92,DE,ACT,76,255,5,Kansas,10
Josh Ball,75,OT,ACT,80,304,2,Marshall,10
Anthony Barr,42,OLB,ACT,77,255,9,UCLA,10
Tarell Basham,93,DE,TRC,76,266,6,Ohio,10
Markquese Bell,41,DB,ACT,75,205,,R,10
Tyler Biadasz,63,C,ACT,76,316,3,Wisconsin,10
DaRon Bland,26,CB,ACT,72,197,,R,10
Quinton Bohanna,98,DT,ACT,76,360,2,Kentucky,10
Devante Bond,51,LB,RES,73,236,5,Oklahoma,10
Anthony Brown,3,CB,RES,71,196,7,Purdue,10
Noah Brown,85,WR,ACT,74,225,6,Ohio State,10
Ian Bunting,89,TE,RES,79,257,1,California,10
Antonio Callaway,19,WR,DEV,71,200,3,Florida,10
Damone Clark,33,LB,ACT,74,245,,R,10
Aviante Collins,76,OT,ACT,76,307,3,TCU,10
Jabril Cox,14,LB,ACT,75,233,2,LSU,10
Tyler Coyle,31,SAF,DEV,73,209,1,Purdue,10
Malik Davis,34,RB,ACT,70,205,,R,10
Trevon Diggs,7,CB,ACT,74,195,3,Alabama,10
Rico Dowdle,23,RB,RES,72,215,3,South Carolina,10
Dontario Drummond,19,WR,DEV,73,212,,R,10
Ezekiel Elliott,21,RB,ACT,72,226,7,Ohio State,10
Matt Farniok,68,G,RES,77,311,2,Nebraska,10
Simi Fehoko,81,WR,RES,75,220,2,Stanford,10
Jake Ferguson,87,TE,ACT,77,244,,R,10
Dante Fowler Jr.,56,DE,ACT,75,261,8,Florida,10
Neville Gallimore,96,DT,ACT,74,302,3,Oklahoma,10
Michael Gallup,13,WR,ACT,73,198,5,Colorado State,10
Luke Gifford,57,LB,ACT,75,242,4,Nebraska,10
Chauncey Golston,99,DE,ACT,77,268,2,Iowa,10
C.J. Goodwin,29,DB,ACT,75,195,7,California (PA),10
Seth Green,87,TE,DEV,76,240,,R,10
Will Grier,15,QB,ACT,73,215,4,West Virginia,10
Johnathan Hankins,95,DT,ACT,74,320,10,Ohio State,10
Devin Harper,50,LB,RES,72,234,,R,10
Peyton Hendershot,89,TE,ACT,76,254,,R,10
Trysten Hill,72,DT,TRD,75,310,4,UCF,10
Brock Hoffman,,C,DEV,76,302,,R,10
Malik Hooker,28,S,ACT,74,212,6,Ohio State,10
Dennis Houston,17,WR,DEV,73,198,,R,10
Malik Jefferson,45,LB,DEV,74,235,4,Texas,10
Kelvin Joseph,1,CB,ACT,73,192,2,Kentucky,10
Jayron Kearse,27,S,ACT,76,215,7,Clemson,10
CeeDee Lamb,88,WR,ACT,74,200,3,Oklahoma,10
Demarcus Lawrence,90,DE,ACT,75,265,9,Boise State,10
Jourdan Lewis,2,CB,RES,70,195,6,Michigan,10
Alec Lindstrom,65,C,DEV,75,300,,R,10
Brett Maher,19,K,ACT,72,180,5,Nebraska,10
Zack Martin,70,G,ACT,76,315,9,Notre Dame,10
Connor McGovern,66,G,ACT,77,308,4,Penn State,10
Sean McKeon,84,TE,ACT,77,255,3,Michigan,10
Takk McKinley,,DE,DEV,74,250,6,UCLA,10
Jake McQuaide,44,LS,RES,74,238,12,Ohio State,10
George Moore,77,G,CUT,78,324,,R,10
Israel Mukuamu,24,CB,ACT,76,205,2,South Carolina,10
Osa Odighizuwa,97,DT,ACT,74,280,2,UCLA,10
Qadree Ollison,30,RB,DEV,73,232,4,Pittsburgh,10
Matt Overton,45,LS,ACT,73,243,10,Western Washington University,10
Micah Parsons,11,OLB,ACT,75,245,2,Penn State,10
Jason Peters,71,OT,ACT,76,328,19,Arkansas,10
Tony Pollard,20,RB,ACT,72,209,4,Memphis,10
Dak Prescott,4,QB,ACT,74,238,7,Mississippi State,10
John Ridgeway,95,DT,TRT,77,321,,R,10
Cooper Rush,10,QB,ACT,75,225,5,Central Michigan,10
Dalton Schultz,86,TE,ACT,77,255,5,Stanford,10
Kendall Sheffield,,DB,DEV,70,212,4,Ohio State,10
Dakoda Shepley,64,G,DEV,77,317,2,University of British Columbia,10
Brandon Smith,80,WR,DEV,73,218,1,Iowa,10
Tyler Smith,73,OT,ACT,78,332,,R,10
Tyron Smith,77,OT,RSR,77,307,12,USC,10
Terence Steele,78,OT,ACT,78,310,3,Texas Tech,10
Mika Tafua,52,DE,CUT,75,250,,R,10
Alex Taylor,,OT,DEV,80,301,2,South Carolina State,10
Isaac Taylor-Stuart,36,CB,RES,74,200,,R,10
Juanyeh Thomas,40,DB,DEV,73,215,,R,10
Jalen Tolbert,18,WR,ACT,73,195,,R,10
KaVontae Turpin,9,WR,ACT,69,153,1,TCU,10
Leighton Vander Esch,55,MLB,ACT,76,255,5,Boise State,10
Matt Waletzko,79,OT,RES,80,305,,R,10
James Washington,83,WR,ACT,71,216,5,Oklahoma State,10
Carlos Watkins,91,DE,ACT,75,305,6,Clemson,10
Donovan Wilson,6,FS,ACT,72,204,4,Texas A&M,10
Sam Williams,54,DE,ACT,76,261,,R,10
Nahshon Wright,25,CB,ACT,76,185,2,Oregon State,10
Dakota Allen,56,LB,TRD,73,232,4,Texas Tech,5
Daylen Baldwin,17,WR,DEV,74,219,,R,5
D'Anthony Bell,37,DB,ACT,73,211,,R,5
David Bell,18,WR,ACT,73,212,,R,5
Joel Bitonio,75,G,ACT,76,320,9,Nevada,5
Corey Bojorquez,13,P,ACT,72,208,5,New Mexico,5
Bubba Bolden,36,SAF,DEV,75,204,,R,5
Jacoby Brissett,7,QB,ACT,76,235,7,N.C. State,5
Mike Brown,48,DB,ACT,73,222,,R,5
Pharaoh Brown,84,TE,ACT,78,258,5,Oregon,5
Taven Bryan,99,DT,ACT,77,291,5,Florida,5
Harrison Bryant,88,TE,ACT,77,230,3,Florida Atlantic,5
Jermaine Carter,40,LB,DEV,73,225,5,Maryland,5
Nick Chubb,24,RB,ACT,71,227,5,Georgia,5
Jadeveon Clowney,90,DE,ACT,77,255,9,South Carolina,5
Jack Conklin,78,OT,ACT,78,308,7,Michigan State,5
Amari Cooper,2,WR,ACT,73,210,8,Alabama,5
Myron Cunningham,,OT,DEV,78,325,,R,5
Jaelon Darden,16,WR,ACT,68,173,2,North Texas,5
Tae Davis,53,LB,ACT,73,224,5,Tennessee-Chattanooga,5
Tyeler Davison,96,DT,TRD,74,310,8,Fresno State,5
Dawson Deaton,52,C,RES,73,306,,R,5
Grant Delpit,22,S,ACT,75,208,3,LSU,5
Joshua Dobbs,15,QB,TRC,75,216,6,Tennessee,5
Michael Dunn,68,G,RES,77,315,3,Maryland,5
Jordan Elliott,96,DT,ACT,76,302,3,Missouri,5
Martin Emerson,23,CB,ACT,74,200,,R,5
Demetric Felton,25,RB,ACT,69,190,2,UCLA,5
Tony Fields II,42,OLB,ACT,72,222,2,West Virginia,5
Drew Forbes,79,OT,ACT,77,308,3,Southeast Missouri State,5
Jerome Ford,34,RB,ACT,70,210,,R,5
Miller Forristall,86,TE,DEV,77,244,1,Alabama,5
Hjalte Froholdt,72,G,ACT,77,310,4,Arkansas,5
Myles Garrett,95,DE,ACT,76,272,6,Texas A&M,5
Thomas Graham Jr.,31,CB,ACT,71,197,1,Oregon,5
Jakeem Grant,9,WR,RES,66,170,7,Texas Tech,5
Cyril Grayson,15,WR,CUT,69,183,3,LSU,5
A.J. Green,38,CB,ACT,74,198,2,Oklahoma State,5
Joe Haeg,59,OT,RES,78,304,7,North Dakota State,5
Mike Harley Jr.,82,WR,DEV,70,180,,R,5
Nick Harris,53,C,RES,73,293,3,Washington,5
Ronnie Harrison,33,DB,ACT,75,214,5,Alabama,5
Brock Hoffman,57,C,TRC,76,302,,R,5
Will Holden,,G,CUT,79,330,3,Vanderbilt,5
Chris Hubbard,74,OT,ACT,76,295,9,UAB,5
James Hudson,66,OT,ACT,77,313,2,Cincinnati,5
Charley Hughlett,47,LS,ACT,76,248,8,UCF,5
Kareem Hunt,27,RB,ACT,71,216,6,Toledo,5
Jesse James,81,TE,RES,79,261,8,Penn State,5
D'Ernest Johnson,30,RB,ACT,70,208,4,University of South Florida,5
John Johnson,43,FS,ACT,72,209,6,Boston College,5
Shaun Jolly,49,DB,TRC,69,180,,R,5
Deion Jones,54,MLB,ACT,73,222,7,LSU,5
Sam Kamara,92,LB,DEV,74,288,2,Stony Brook,5
John Kelly,41,RB,DEV,70,208,2,Tennessee,5
Jordan Kunaszyk,51,ILB,ACT,75,235,4,California,5
Richard LeCounte III,,SAF,CUT,71,196,2,Georgia,5
Greg Mancz,65,C,ACT,76,302,7,Toledo,5
Jordan Meredith,,G,CUT,74,302,1,Western Kentucky,5
Herb Miller,29,CB,DEV,73,201,2,Florida Atlantic,5
Zaire Mitchell-Paden,81,TE,DEV,77,257,,R,5
Kellen Mond,8,QB,ACT,75,211,2,Texas A&M,5
David Moore,60,G,CUT,74,320,1,Grambling State,5
Greg Newsome II,20,CB,ACT,72,192,2,Northwestern,5
David Njoku,85,TE,ACT,76,246,6,Miami,5
Elijah Nkansah,65,OT,CUT,73,328,1,Toledo,5
Chris Odom,61,DE,RES,76,262,2,Arkansas State,5
Jeremiah Owusu-Koramoah,28,OLB,ACT,74,221,2,Notre Dame,5
Donovan Peoples-Jones,11,WR,ACT,74,204,3,Michigan,5
Roderick Perry II,64,DT,DEV,73,304,,R,5
Jacob Phillips,50,MLB,RES,75,229,3,LSU,5
Ethan Pocic,55,C,RES,78,309,6,LSU,5
Reggie Ragland,19,ILB,ACT,74,252,7,Alabama,5
Isaac Rochell,98,DE,DEV,76,280,5,Notre Dame,5
Chester Rogers,83,WR,CUT,72,184,6,Grambling State,5
Josh Rosen,19,QB,CUT,76,215,4,UCLA,5
Anthony Schwartz,10,WR,RES,72,186,2,Auburn,5
Ben Stille,90,DT,ACT,76,296,,R,5
Sione Takitaki,44,OLB,RES,73,238,4,BYU,5
Alex Taylor,70,OT,TRC,80,301,2,South Carolina State,5
Wyatt Teller,77,G,ACT,76,315,5,Virginia Tech,5
Isaiah Thomas,58,DE,ACT,77,266,,R,5
Tommy Togiai,93,DT,ACT,74,296,2,Ohio State,5
Anthony Walker,5,MLB,RES,73,235,6,Northwestern,5
Denzel Ward,21,CB,ACT,71,190,5,Ohio State,5
Deshaun Watson,4,QB,ACT,75,223,6,Clemson,5
Stephen Weatherly,91,DE,RES,77,265,7,Vanderbilt,5
Curtis Weaver,59,DE,CUT,74,265,2,Boise State,5
Isaiah Weston,17,WR,RES,76,210,,R,5
Tyrone Wheatley Jr.,79,OT,DEV,78,265,1,Stony Brook,5
Greedy Williams,26,CB,ACT,74,185,4,LSU,5
Jedrick Wills,71,OT,ACT,76,307,3,Alabama,5
Perrion Winfrey,97,DT,ACT,76,290,,R,5
Chase Winovich,69,DE,ACT,75,250,4,Michigan,5
Mike Woods,12,WR,ACT,73,204,,R,5
Alex Wright,94,DE,ACT,77,267,,R,5
Cade York,3,K,ACT,73,206,,R,5
Alex Akingbulu,63,OT,DEV,77,300,1,Fresno State,16
Jonathan Allen,93,DT,ACT,75,300,6,Alabama,16
Troy Apke,30,DB,CUT,73,205,5,Penn State,16
Alex Armah,40,RB,DEV,74,255,5,West Georgia,16
David Bada,64,DE,DEV,76,293,1,John Bates,16
John Bates,87,TE,ACT,78,259,2,Boise State,16
Willie Beavers,64,G,CUT,77,324,2,Western Michigan,16
Jon Bostic,59,ILB,ACT,73,245,10,Florida,16
Will Bradley-King,56,DE,DEV,76,248,1,Baylor,16
Dyami Brown,2,WR,ACT,72,195,2,North Carolina,16
Percy Butler,35,SAF,ACT,72,191,,R,16
Tariq Castro-Fields,40,CB,RES,73,197,,R,16
Saahdiq Charles,77,G,ACT,76,321,3,LSU,16
Camaron Cheeseman,54,LS,ACT,76,237,2,Michigan,16
Sam Cosmi,76,OT,ACT,78,309,2,Texas,16
Kamren Curl,31,S,ACT,74,198,3,Arkansas,16
Jamin Davis,52,LB,ACT,76,234,2,Kentucky,16
Christian DiLauro,,OT,TRC,78,300,1,Illinois,16
Jahan Dotson,1,WR,ACT,71,182,,R,16
Milo Eifler,46,LB,ACT,74,225,1,Illinois,16
Corn Elder,26,CB,DEV,70,185,6,Miami,16
Alex Erickson,86,WR,DEV,72,195,7,Wisconsin,16
DaMarcus Fields,,DB,DEV,72,200,,R,16
Darrick Forrest,22,S,ACT,72,200,2,Cincinnati,16
Jake Fromm,17,QB,DEV,74,215,3,Georgia,16
Kendall Fuller,29,CB,ACT,71,198,7,Virginia Tech,16
Ferrod Gardner,48,SAF,CUT,73,220,,R,16
Nate Gerry,59,LB,DEV,74,230,5,Nebraska,16
Antonio Gibson,24,RB,ACT,74,220,3,Memphis,16
De'Jon Harris,45,LB,ACT,72,213,1,Arkansas,16
Taylor Heinicke,4,QB,ACT,73,210,5,Old Dominion,16
Curtis Hodges,45,TE,RES,80,240,,R,16
Cole Holcomb,55,LB,RES,73,240,4,North Carolina,16
Christian Holmes,34,CB,ACT,73,205,,R,16
Sam Howell,14,QB,ACT,73,220,,R,16
Khaleke Hudson,47,LB,ACT,72,220,3,Michigan,16
William Jackson,3,CB,TRC,72,189,7,Houston,16
Donovan Jeter,,DE,CUT,75,325,,R,16
Danny Johnson,36,DB,ACT,69,181,5,Southern,16
Tyler Larsen,69,C,ACT,76,325,7,Utah State,16
Nolan Laufenberg,74,G,DEV,75,315,1,Air Force,16
Charles Leno Jr.,72,OT,ACT,75,302,9,Boise State,16
Cornelius Lucas,78,OT,ACT,80,328,8,Kansas State,16
Nick Martin,72,C,ACT,76,295,7,Notre Dame,16
Wes Martin,63,G,DEV,75,315,4,Indiana,16
Phidarian Mathis,98,DT,RES,76,312,,R,16
David Mayo,51,OLB,ACT,74,240,8,Texas State-San Marcos,16
Bobby McCain,20,FS,ACT,69,196,8,Memphis,16
Kyric McGowan,83,WR,DEV,71,198,,R,16
J.D. McKissic,23,RB,RES,70,195,6,Arkansas State,16
Terry McLaurin,17,WR,ACT,72,210,4,Ohio State,16
Marken Michel,19,WR,DEV,71,191,1,UMass Amherst,16
Dax Milne,15,WR,ACT,73,190,2,BYU,16
Aaron Monteiro,67,OT,DEV,78,315,1,Boston College,16
Andrew Norwell,68,G,ACT,78,310,9,Ohio State,16
Efe Obada,97,DE,ACT,78,265,5,Jaret Patterson,16
Jaret Patterson,32,RB,DEV,69,195,2,Buffalo,16
Chris Paul,75,G,ACT,76,324,,R,16
Daron Payne,94,DT,ACT,75,320,5,Alabama,16
Benning Potoa'e,91,DE,DEV,75,290,1,Washington,16
Jeremy Reaves,39,DB,ACT,71,200,3,South Alabama,16
John Ridgeway,91,DT,ACT,77,321,,R,16
Brian Robinson,8,RB,ACT,73,225,,R,16
Armani Rogers,88,TE,RES,77,225,,R,16
Chase Roullier,73,C,RES,76,312,6,Wyoming,16
Curtis Samuel,10,WR,ACT,71,195,6,Ohio State,16
Wes Schweitzer,71,G,ACT,76,300,7,San Jose State,16
Cam Sims,89,WR,ACT,77,220,5,Alabama,16
Joey Slye,6,K,ACT,71,213,4,Virginia Tech,16
James Smith-Williams,96,DE,ACT,75,265,3,N.C. State,16
Benjamin St-Juste,25,CB,ACT,75,200,2,Minnesota,16
Keaton Sutherland,,G,DEV,77,316,3,Texas A&M,16
Montez Sweat,90,DE,ACT,78,262,4,Mississippi State,16
Logan Thomas,82,TE,ACT,78,250,8,Virginia Tech,16
Shaka Toney,58,DE,ACT,74,238,2,Penn State,16
Casey Toohill,95,DE,ACT,77,254,3,Stanford,16
Jon Toth,61,C,CUT,77,308,2,Kentucky,16
Cole Turner,85,TE,ACT,78,240,,R,16
Trai Turner,53,G,ACT,75,320,9,LSU,16
Tress Way,5,P,ACT,73,220,9,Oklahoma,16
Carson Wentz,11,QB,RSR,77,237,7,North Dakota State,16
Drew White,50,LB,RES,72,228,,R,16
Rachad Wildgoose,37,CB,ACT,70,191,2,Wisconsin,16
Jonathan Williams,41,RB,ACT,72,217,6,Arkansas,16
Daniel Wise,92,DT,ACT,75,285,2,Kansas,16
Eli Wolf,85,TE,RES,76,238,1,Georgia,16
Chase Young,99,DE,ACT,77,264,3,Ohio State,16
Tyrell Adams,59,LB,CUT,74,230,6,West Georgia,19
Mo Alie-Cox,81,TE,ACT,77,267,5,Virginia Commonwealth Univ.,19
Darrell Baker Jr.,31,CB,DEV,73,200,,R,19
Ben Banogu,52,DE,ACT,75,252,4,TCU,19
Henry Black,36,SAF,DEV,72,204,3,Baylor,19
Julian Blackmon,32,FS,ACT,72,187,3,Utah,19
Rodrigo Blankenship,3,K,TRC,73,184,3,Georgia,19
Curtis Brooks,97,DT,DEV,74,287,,R,19
Tony Brown,38,DB,ACT,72,199,4,Alabama,19
DeForest Buckner,99,DT,ACT,79,295,7,Oregon,19
Parris Campbell,1,WR,ACT,72,208,4,Ohio State,19
Kameron Cline,92,DE,DEV,76,275,1,South Dakota,19
Nolan Cooney,15,P,TRC,75,202,1,Syracuse,19
Keke Coutee,15,WR,ACT,71,180,4,Texas Tech,19
Byron Cowart,96,DT,ACT,75,300,3,Maryland,19
Nick Cross,20,S,ACT,72,212,,R,19
Marcel Dabo,42,SAF,DEV,72,208,,R,19
Darrell Daniels,81,TE,CUT,75,256,6,Washington,19
Trevor Denbow,43,SAF,DEV,70,208,,R,19
JoJo Domann,57,LB,ACT,73,230,,R,19
